,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Rain Inches (last 3 hours),Snow Inches (last 3 hours),Date
219,Avarua,-21.21,-159.78,84.2,79,0,5.82,CK,clear sky,0.0,0.0,2020-03-04 22:00:59
220,Alipur,29.38,70.91,62.92,66,0,14.09,PK,clear sky,0.0,0.0,2020-03-04 22:01:19
221,Pitimbu,-7.47,-34.81,82.4,78,20,8.05,BR,few clouds,0.0,0.0,2020-03-04 22:01:19
222,Bac Lieu,9.29,105.72,73.27,92,69,5.23,VN,broken clouds,0.0,0.0,2020-03-04 22:01:19
223,Ahipara,-35.17,173.17,66.99,100,95,1.01,NZ,overcast clouds,0.0,0.0,2020-03-04 22:01:19
224,Las Choapas,17.93,-94.08,96.8,32,5,23.04,MX,clear sky,0.0,0.0,2020-03-04 22:01:20
225,Kombissiri,12.07,-1.34,87.8,16,39,3.36,BF,scattered clouds,0.0,0.0,2020-03-04 22:01:20
226,Aitape,-3.14,142.35,82.54,78,100,8.14,PG,light rain,2.63,0.0,2020-03-04 22:01:20
227,Pontianak,-0.03,109.33,73.92,98,100,3.42,ID,light rain,0.38,0.0,2020-03-04 22:01:20
228,Seoul,37.57,126.98,28.4,73,1,2.24,KR,clear sky,0.0,0.0,2020-03-04 21:57:50
229,Muros,42.78,-9.06,60.01,100,90,16.11,ES,light rain,0.0,0.0,2020-03-04 22:01:21
230,Blessington,53.17,-6.53,35.6,100,2,3.36,IE,clear sky,0.0,0.0,2020-03-04 22:01:21
231,San Patricio,19.22,-104.7,80.6,74,20,23.04,MX,few clouds,0.0,0.0,2020-03-04 22:01:21
232,Mandalgovi,45.76,106.27,22.15,52,71,18.45,MN,broken clouds,0.0,0.0,2020-03-04 22:01:22
233,Souillac,-20.52,57.52,79.0,100,40,5.57,MU,scattered clouds,0.0,0.0,2020-03-04 22:01:22
234,Tiksi,71.69,128.87,1.62,82,100,17.69,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:22
235,Carnarvon,-24.87,113.63,77.0,100,40,10.29,AU,scattered clouds,0.0,0.0,2020-03-04 22:01:22
236,Sao Filipe,14.9,-24.5,73.71,66,0,12.91,CV,clear sky,0.0,0.0,2020-03-04 22:01:22
237,Olovyannaya,50.95,115.57,-4.7,98,4,1.72,RU,clear sky,0.0,0.0,2020-03-04 22:01:23
238,Nishihara,26.18,127.76,59.0,93,75,26.4,JP,light intensity shower rain,0.0,0.0,2020-03-04 22:01:23
239,Campeche,19.0,-90.5,102.22,25,0,6.67,MX,clear sky,0.0,0.0,2020-03-04 22:01:23
240,Lasa,46.62,10.7,39.2,85,90,4.7,IT,overcast clouds,0.0,0.0,2020-03-04 22:01:23
241,Marsabit,2.33,37.99,81.34,53,100,13.91,KE,overcast clouds,0.0,0.0,2020-03-04 22:01:24
242,Egvekinot,66.32,-179.17,-7.37,85,3,3.85,RU,clear sky,0.0,0.0,2020-03-04 22:01:24
243,Bilokurakyne,49.53,38.73,47.97,82,98,6.6,UA,overcast clouds,0.0,0.0,2020-03-04 22:01:24
244,Taveta,-3.4,37.67,68.0,94,75,5.01,KE,broken clouds,0.0,0.0,2020-03-04 22:01:24
245,Dagana,16.52,-15.51,89.6,15,0,2.24,MR,clear sky,0.0,0.0,2020-03-04 22:01:24
246,San Joaquin,10.26,-67.79,77.4,82,25,16.49,VE,scattered clouds,0.0,0.0,2020-03-04 22:01:25
247,Akyab,20.15,92.9,70.07,82,0,7.05,MM,clear sky,0.0,0.0,2020-03-04 22:01:25
248,Saint George,37.1,-113.58,66.0,17,0,6.93,US,clear sky,0.0,0.0,2020-03-04 22:01:25
249,Kota Kinabalu,5.97,116.07,80.01,88,20,1.66,MY,few clouds,0.0,0.0,2020-03-04 22:01:25
250,Muisne,0.6,-80.03,86.0,79,40,8.05,EC,scattered clouds,0.0,0.0,2020-03-04 22:01:25
251,Kudat,6.88,116.85,80.6,83,75,8.05,MY,broken clouds,0.0,0.0,2020-03-04 22:01:26
252,Saint-Augustin,51.23,-58.65,29.26,95,100,37.63,CA,snow,0.0,5.0,2020-03-04 22:01:26
253,Bengkulu,-3.8,102.27,72.88,83,100,3.02,ID,light rain,0.25,0.0,2020-03-04 22:01:25
254,Severo-Kurilsk,50.68,156.12,21.22,94,100,5.55,RU,light snow,0.0,0.25,2020-03-04 22:01:26
255,Kidal,18.44,1.41,78.66,7,0,11.97,ML,clear sky,0.0,0.0,2020-03-04 22:01:27
256,Batemans Bay,-35.72,150.18,70.0,96,100,11.01,AU,overcast clouds,0.0,0.0,2020-03-04 22:01:27
257,Ust-Tsilma,65.44,52.15,12.96,94,85,6.82,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:27
258,Zhumadian,32.98,114.03,36.12,69,0,4.32,CN,clear sky,0.0,0.0,2020-03-04 22:01:27
259,Wenling,28.37,121.36,46.0,79,100,12.77,CN,overcast clouds,0.0,0.0,2020-03-04 22:01:27
260,Buin,-33.73,-70.75,89.6,27,0,5.82,CL,clear sky,0.0,0.0,2020-03-04 22:01:28
261,Merauke,-8.47,140.33,77.86,95,100,4.07,ID,moderate rain,8.13,0.0,2020-03-04 22:01:28
262,Umm Lajj,25.02,37.27,73.74,19,0,3.31,SA,clear sky,0.0,0.0,2020-03-04 22:01:28
263,Kupang,-10.17,123.58,73.4,100,20,0.4,ID,few clouds,0.0,0.0,2020-03-04 22:01:28
264,Georgetown,5.41,100.34,82.4,78,20,3.36,MY,few clouds,0.0,0.0,2020-03-04 21:52:05
265,Nanakuli,21.39,-158.15,82.4,65,40,3.36,US,scattered clouds,0.0,0.0,2020-03-04 22:01:29
266,Villa Carlos Paz,-31.42,-64.5,88.0,61,20,9.17,AR,few clouds,0.0,0.0,2020-03-04 21:59:37
267,Banjar,-8.19,114.97,83.23,72,100,6.33,ID,overcast clouds,0.0,0.0,2020-03-04 22:01:29
268,Ankang,32.68,109.02,41.38,83,0,2.33,CN,clear sky,0.0,0.0,2020-03-04 22:01:30
269,Bilma,18.69,12.92,73.99,8,0,6.44,NE,clear sky,0.0,0.0,2020-03-04 22:01:30
270,Tsiroanomandidy,-18.77,46.03,71.02,92,100,2.64,MG,light rain,1.13,0.0,2020-03-04 22:01:30
271,Kurilsk,45.23,147.88,28.02,92,98,7.99,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:30
272,Victor Harbor,-35.57,138.62,63.0,72,75,11.41,AU,broken clouds,0.0,0.0,2020-03-04 22:01:31
273,Plettenberg Bay,-34.05,23.37,71.26,72,96,2.37,ZA,overcast clouds,0.0,0.0,2020-03-04 22:01:31
274,Qaanaaq,77.48,-69.36,-16.69,99,100,2.35,GL,overcast clouds,0.0,0.0,2020-03-04 22:01:31
275,Inuvik,68.35,-133.72,-14.8,68,75,11.95,CA,broken clouds,0.0,0.0,2020-03-04 22:01:31
276,Petropavlovsk-Kamchatskiy,53.05,158.65,8.6,71,100,11.18,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:32
277,Sao Miguel Do Araguaia,-13.28,-50.16,79.74,92,89,1.68,BR,moderate rain,6.69,0.0,2020-03-04 22:01:32
278,Hamilton,39.18,-84.53,59.0,54,1,5.82,US,clear sky,0.0,0.0,2020-03-04 22:01:29
279,Marondera,-18.19,31.55,57.56,92,99,5.59,ZW,overcast clouds,0.0,0.0,2020-03-04 22:01:32
280,Roald,62.58,6.13,39.2,60,75,6.93,NO,broken clouds,0.0,0.0,2020-03-04 22:01:32
281,Abu Dhabi,24.47,54.37,70.0,63,40,8.05,AE,scattered clouds,0.0,0.0,2020-03-04 22:00:52
282,Ferrol,43.48,-8.24,63.0,82,40,14.99,ES,scattered clouds,0.0,0.0,2020-03-04 21:58:03
283,Yumen,40.28,97.2,28.54,53,32,1.14,CN,scattered clouds,0.0,0.0,2020-03-04 22:01:33
284,Fukue,32.69,128.84,41.0,65,75,19.46,JP,broken clouds,0.0,0.0,2020-03-04 22:01:34
285,Golkoy,40.69,37.62,48.2,76,100,1.12,TR,overcast clouds,0.0,0.0,2020-03-04 22:01:34
286,Mooresville,35.58,-80.81,59.0,44,1,4.7,US,clear sky,0.0,0.0,2020-03-04 21:56:57
287,Caramay,10.18,119.24,72.21,85,1,5.75,PH,clear sky,0.0,0.0,2020-03-04 22:01:34
288,Antofagasta,-23.65,-70.4,68.0,72,40,17.22,CL,scattered clouds,0.0,0.0,2020-03-04 22:01:34
289,Port Lincoln,-34.73,135.87,60.53,77,100,12.53,AU,overcast clouds,0.0,0.0,2020-03-04 22:01:35
290,Nouadhibou,20.93,-17.03,71.6,73,0,9.17,MR,clear sky,0.0,0.0,2020-03-04 22:01:35
291,Melton,-37.68,144.58,64.99,100,90,9.17,AU,light rain,0.0,0.0,2020-03-04 22:01:35
292,Suileng,47.25,127.08,2.17,95,0,3.33,CN,clear sky,0.0,0.0,2020-03-04 22:01:35
293,Calbuco,-41.77,-73.13,71.6,56,0,11.41,CL,clear sky,0.0,0.0,2020-03-04 22:01:35
294,Cidreira,-30.18,-50.21,72.86,72,34,14.99,BR,light rain,0.25,0.0,2020-03-04 21:58:32
295,Sainte-Suzanne,-20.91,55.61,78.8,88,40,4.7,RE,scattered clouds,0.0,0.0,2020-03-04 22:01:36
296,Half Moon Bay,37.46,-122.43,80.01,46,75,3.27,US,broken clouds,0.0,0.0,2020-03-04 22:01:36
297,Tomatlan,19.93,-105.25,88.75,31,86,9.48,MX,overcast clouds,0.0,0.0,2020-03-04 22:01:36
298,Bundaberg,-24.85,152.35,82.99,78,90,5.82,AU,overcast clouds,0.0,0.0,2020-03-04 22:01:37
299,Beringovskiy,63.05,179.32,3.02,71,0,2.64,RU,clear sky,0.0,0.0,2020-03-04 22:01:37
300,Otjiwarongo,-20.46,16.65,69.8,68,99,3.36,NA,light rain,1.13,0.0,2020-03-04 22:01:37
301,Awbari,26.59,12.78,64.4,27,0,10.33,LY,clear sky,0.0,0.0,2020-03-04 22:01:37
302,Sonoita,31.85,-112.83,71.01,35,0,6.15,MX,clear sky,0.0,0.0,2020-03-04 22:01:38
303,Magistralnyy,56.17,107.45,9.9,93,100,1.63,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:38
304,Domoni,-12.26,44.53,84.27,72,68,10.29,KM,light rain,0.13,0.0,2020-03-04 22:01:38
305,Ilulissat,69.22,-51.1,-9.4,57,20,8.05,GL,few clouds,0.0,0.0,2020-03-04 22:01:38
306,Norman Wells,65.28,-126.83,-14.8,68,75,12.75,CA,broken clouds,0.0,0.0,2020-03-04 22:01:39
307,Providencia,28.72,-111.58,75.2,33,5,4.7,MX,clear sky,0.0,0.0,2020-03-04 22:01:39
308,Cremona,45.23,9.93,48.99,75,0,3.36,IT,clear sky,0.0,0.0,2020-03-04 22:01:39
309,Ostrovnoy,68.05,39.51,10.49,76,44,9.55,RU,scattered clouds,0.0,0.0,2020-03-04 22:01:39
310,San Quintin,30.48,-115.95,63.39,69,12,9.42,MX,few clouds,0.0,0.0,2020-03-04 22:01:39
311,Neiafu,-18.65,-173.98,82.4,83,40,8.05,TO,scattered clouds,0.0,0.0,2020-03-04 22:01:40
312,Abha,18.22,42.51,62.6,44,0,12.75,SA,clear sky,0.0,0.0,2020-03-04 22:01:40
313,Garden City,42.33,-83.33,48.2,39,40,9.17,US,scattered clouds,0.0,0.0,2020-03-04 22:00:01
314,Whitianga,-36.83,175.7,62.33,74,100,6.08,NZ,overcast clouds,0.0,0.0,2020-03-04 22:01:41
315,Yarke Pole,45.61,34.32,55.13,47,100,8.61,UA,overcast clouds,0.0,0.0,2020-03-04 22:01:41
316,Mossendjo,-2.95,12.73,73.89,99,93,2.06,CG,moderate rain,3.19,0.0,2020-03-04 22:01:41
317,Guderup,54.99,9.87,39.99,93,75,4.7,DK,broken clouds,0.0,0.0,2020-03-04 22:01:41
318,Palimbang,6.21,124.19,82.63,73,100,11.03,PH,overcast clouds,0.0,0.0,2020-03-04 22:01:42
319,Port Hedland,-20.32,118.57,77.0,94,0,4.7,AU,clear sky,0.0,0.0,2020-03-04 22:01:42
320,Longyearbyen,78.22,15.64,17.6,78,75,5.82,SJ,broken clouds,0.0,0.0,2020-03-04 22:01:42
321,Sjenica,43.27,20.0,29.95,98,100,2.8,RS,light snow,0.0,0.25,2020-03-04 22:01:42
322,Alihe,50.57,123.72,0.77,91,93,2.26,CN,overcast clouds,0.0,0.0,2020-03-04 22:01:43
323,Palmer,42.16,-72.33,53.6,27,20,18.34,US,few clouds,0.0,0.0,2020-03-04 22:01:43
324,Naze,28.37,129.48,59.0,76,75,12.75,JP,light rain,0.0,0.0,2020-03-04 22:01:43
325,Mankera,31.39,71.44,61.99,76,100,9.33,PK,overcast clouds,0.0,0.0,2020-03-04 22:01:43
326,Tateyama,34.98,139.87,46.99,93,40,3.36,JP,scattered clouds,0.0,0.0,2020-03-04 22:01:43
327,Mahina,-17.51,-149.49,87.8,66,75,5.82,PF,broken clouds,0.0,0.0,2020-03-04 22:01:44
328,Dodoma,-6.17,35.74,66.2,100,75,1.86,TZ,broken clouds,0.0,0.0,2020-03-04 22:01:44
329,Matara,5.95,80.54,74.61,93,62,2.3,LK,broken clouds,0.0,0.0,2020-03-04 22:01:44
330,Klaksvik,62.23,-6.59,37.4,74,0,9.17,FO,light rain,0.0,0.0,2020-03-04 22:01:45
331,Batsfjord,70.63,29.72,24.8,78,78,28.86,NO,broken clouds,0.0,0.0,2020-03-04 22:01:45
332,Isla Del Bosque,22.73,-105.85,77.0,47,75,10.29,MX,broken clouds,0.0,0.0,2020-03-04 22:01:45
333,Luanda,-8.84,13.23,80.6,74,0,8.05,AO,clear sky,0.0,0.0,2020-03-04 22:00:04
334,Dingle,11.0,122.67,73.4,83,75,8.84,PH,broken clouds,0.0,0.0,2020-03-04 22:01:46
335,Saint-Philippe,-21.36,55.77,78.8,100,90,4.7,RE,light rain,0.0,0.0,2020-03-04 22:01:46
336,Esna,25.29,32.55,64.69,13,0,2.28,EG,clear sky,0.0,0.0,2020-03-04 22:01:46
337,Nabire,-3.37,135.48,73.0,99,100,2.13,ID,moderate rain,9.0,0.0,2020-03-04 22:01:46
338,Fayaoue,-20.65,166.53,80.24,81,13,13.65,NC,light rain,0.69,0.0,2020-03-04 22:01:46
339,Imeni Babushkina,59.76,43.13,18.75,93,68,7.47,RU,broken clouds,0.0,0.0,2020-03-04 22:01:47
340,Macapa,0.04,-51.07,84.2,89,75,6.93,BR,broken clouds,0.0,0.0,2020-03-04 22:01:47
341,Mount Isa,-20.73,139.5,73.4,100,90,6.93,AU,light intensity shower rain,0.0,0.0,2020-03-04 22:00:51
342,Ciudad Bolivar,8.12,-63.55,96.69,24,77,13.0,VE,broken clouds,0.0,0.0,2020-03-04 22:01:47
343,Santiago De Chuco,-8.15,-78.18,56.07,71,99,1.68,PE,light rain,1.5,0.0,2020-03-04 22:01:48
344,Sioux Lookout,50.1,-91.92,26.6,58,75,3.36,CA,broken clouds,0.0,0.0,2020-03-04 22:00:58
345,Ojinaga,29.57,-104.42,59.0,47,90,20.8,MX,overcast clouds,0.0,0.0,2020-03-04 22:01:48
346,Mahebourg,-20.41,57.7,79.0,100,40,5.57,MU,scattered clouds,0.0,0.0,2020-03-04 22:01:48
347,Huilong,31.81,121.66,45.0,72,0,4.65,CN,clear sky,0.0,0.0,2020-03-04 22:01:49
348,Hithadhoo,-0.6,73.08,82.81,77,100,15.82,MV,overcast clouds,0.0,0.0,2020-03-04 22:01:49
349,Marabba,12.35,32.18,78.85,5,0,9.75,SD,clear sky,0.0,0.0,2020-03-04 22:01:49
350,Korla,41.76,86.15,42.01,51,49,5.01,CN,scattered clouds,0.0,0.0,2020-03-04 22:01:49
351,Gushikawa,26.35,127.87,59.0,93,75,26.4,JP,light intensity shower rain,0.0,0.0,2020-03-04 22:01:49
352,Voineasa,44.28,24.13,46.0,93,75,10.29,RO,broken clouds,0.0,0.0,2020-03-04 22:01:50
353,San Jose,37.34,-121.89,80.01,31,1,1.61,US,clear sky,0.0,0.0,2020-03-04 22:01:47
354,Piacabucu,-10.41,-36.43,82.8,77,0,9.89,BR,clear sky,0.0,0.0,2020-03-04 22:01:51
355,Agirish,61.92,63.02,13.01,79,0,16.26,RU,clear sky,0.0,0.0,2020-03-04 22:01:51
356,Wattegama,6.8,81.48,77.0,100,75,2.24,LK,broken clouds,0.0,0.0,2020-03-04 22:01:52
357,Shatrovo,56.52,64.63,22.01,91,65,9.37,RU,broken clouds,0.0,0.0,2020-03-04 22:01:52
358,Tiarei,-17.53,-149.33,87.8,66,75,5.82,PF,broken clouds,0.0,0.0,2020-03-04 22:01:52
359,Kihei,20.79,-156.47,82.4,65,20,6.93,US,few clouds,0.0,0.0,2020-03-04 21:58:35
360,Lazarev,52.23,141.51,6.46,98,100,1.74,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:52
361,Gizo,-8.1,156.84,80.85,78,100,4.25,SB,overcast clouds,0.0,0.0,2020-03-04 22:01:53
362,Inta,66.03,60.17,8.92,91,97,11.48,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:53
363,Miguel Calmon,-11.43,-40.59,78.84,61,40,1.97,BR,scattered clouds,0.0,0.0,2020-03-04 22:01:53
364,Meulaboh,4.14,96.13,82.45,79,100,7.29,ID,light rain,0.5,0.0,2020-03-04 22:01:53
365,Plymouth,41.83,-70.83,53.01,29,1,11.41,US,clear sky,0.0,0.0,2020-03-04 22:01:54
366,Praia Da Vitoria,38.73,-27.07,59.0,67,20,17.83,PT,few clouds,0.0,0.0,2020-03-04 22:01:54
367,Umtata,-31.59,28.78,69.8,88,0,2.24,ZA,clear sky,0.0,0.0,2020-03-04 22:01:54
368,Inverness,57.48,-4.22,37.4,86,20,5.82,GB,few clouds,0.0,0.0,2020-03-04 22:01:54
369,Zalantun,48.0,122.72,-0.11,82,24,1.97,CN,few clouds,0.0,0.0,2020-03-04 22:01:55
370,Freeport,40.66,-73.58,57.2,28,1,13.87,US,clear sky,0.0,0.0,2020-03-04 21:59:55
371,Buchanan,5.88,-10.05,80.37,86,9,3.96,LR,clear sky,0.0,0.0,2020-03-04 22:01:55
372,Xam Nua,20.42,104.04,57.63,98,100,2.91,LA,light rain,0.38,0.0,2020-03-04 22:01:55
373,Kysyl-Syr,63.9,122.76,2.95,95,100,8.01,RU,light snow,0.0,0.25,2020-03-04 22:01:56
374,Pimenta Bueno,-11.67,-61.19,81.82,91,23,3.15,BR,light rain,2.5,0.0,2020-03-04 22:01:56
375,Haines Junction,60.75,-137.51,-3.96,97,99,7.23,CA,light snow,0.0,0.31,2020-03-04 22:01:56
376,Banda Aceh,5.56,95.32,73.31,92,40,3.51,ID,scattered clouds,0.0,0.0,2020-03-04 21:54:41
377,Sacramento,38.47,-121.32,78.01,31,1,0.63,US,clear sky,0.0,0.0,2020-03-04 22:00:05
378,Fortuna,40.6,-124.16,69.01,81,20,10.29,US,few clouds,0.0,0.0,2020-03-04 22:01:57
379,Verkhnyaya Inta,65.98,60.31,7.65,94,90,12.82,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:57
380,Hovd,48.01,91.64,19.38,92,100,4.12,MN,light snow,0.0,1.44,2020-03-04 22:01:57
381,Hammerfest,70.66,23.68,28.4,67,0,26.4,NO,clear sky,0.0,0.0,2020-03-04 22:01:57
382,Dudinka,69.41,86.18,10.4,85,40,11.18,RU,light snow,0.0,0.0,2020-03-04 22:01:58
383,Osmena,10.52,119.93,79.39,82,69,19.1,PH,broken clouds,0.0,0.0,2020-03-04 22:01:58
384,Stara Synyava,49.6,27.62,48.52,83,100,6.26,UA,overcast clouds,0.0,0.0,2020-03-04 22:01:58
385,Upernavik,72.79,-56.15,-13.11,72,95,5.7,GL,overcast clouds,0.0,0.0,2020-03-04 22:01:58
386,Vostok,46.49,135.88,10.78,91,100,3.09,RU,overcast clouds,0.0,0.0,2020-03-04 22:01:59
387,Zuwarah,32.93,12.08,60.66,59,38,19.37,LY,scattered clouds,0.0,0.0,2020-03-04 22:01:59
388,Las Palmas,28.42,-14.01,66.2,88,75,11.41,ES,broken clouds,0.0,0.0,2020-03-04 22:01:59
389,Simao,22.79,100.97,53.15,56,1,2.51,CN,clear sky,0.0,0.0,2020-03-04 22:01:59
390,Soe,-9.86,124.28,73.76,82,99,4.47,ID,overcast clouds,0.0,0.0,2020-03-04 22:01:59
391,Mahibadhoo,3.78,72.97,82.4,71,76,7.11,MV,broken clouds,0.0,0.0,2020-03-04 22:02:00
392,Aksum,14.12,38.72,61.79,33,0,1.21,ET,clear sky,0.0,0.0,2020-03-04 22:02:00
393,Itapirapua,-15.82,-50.61,77.5,92,58,3.13,BR,light rain,1.19,0.0,2020-03-04 22:02:00
394,San Ramon De La Nueva Oran,-23.13,-64.33,91.99,49,0,6.02,AR,clear sky,0.0,0.0,2020-03-04 22:02:00
395,Northam,51.03,-4.22,46.0,100,75,1.12,GB,light intensity drizzle,0.0,0.0,2020-03-04 22:02:01
396,Drumnadrochit,57.33,-4.48,37.4,86,20,5.82,GB,few clouds,0.0,0.0,2020-03-04 22:02:01
397,Kholtoson,50.3,103.31,7.27,90,100,4.41,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:01
398,Balikpapan,-1.27,116.83,78.8,94,40,4.7,ID,scattered clouds,0.0,0.0,2020-03-04 22:02:01
399,Ajdabiya,30.76,20.23,61.18,59,44,9.01,LY,scattered clouds,0.0,0.0,2020-03-04 22:02:01
400,Tautira,-17.73,-149.15,87.8,66,75,5.82,PF,broken clouds,0.0,0.0,2020-03-04 22:02:02
401,Comodoro Rivadavia,-45.87,-67.5,87.8,31,0,10.29,AR,clear sky,0.0,0.0,2020-03-04 22:00:31
402,Maun,-19.98,23.42,69.8,83,36,4.7,BW,scattered clouds,0.0,0.0,2020-03-04 22:02:02
403,Atambua,-9.11,124.89,74.43,88,100,4.36,ID,overcast clouds,0.0,0.0,2020-03-04 22:02:02
404,Palana,59.12,159.97,5.79,77,0,4.88,RU,clear sky,0.0,0.0,2020-03-04 22:02:03
405,Mecca,21.43,39.83,75.83,60,16,3.18,SA,few clouds,0.0,0.0,2020-03-04 22:00:02
406,Sobolevo,54.43,31.9,42.03,88,100,14.65,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:03
407,Ola,59.58,151.28,3.85,98,96,1.5,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:03
408,Waverley,-25.7,28.26,66.99,67,0,2.24,ZA,clear sky,0.0,0.0,2020-03-04 22:02:03
409,Leshukonskoye,64.9,45.76,9.55,95,0,2.37,RU,clear sky,0.0,0.0,2020-03-04 22:02:04
410,Baykit,61.67,96.37,17.92,94,100,7.2,RU,light snow,0.0,0.38,2020-03-04 22:02:04
411,Chake Chake,-5.25,39.77,81.34,79,87,18.92,TZ,overcast clouds,0.0,0.0,2020-03-04 22:02:04
412,Natal,-5.79,-35.21,84.2,74,40,8.05,BR,scattered clouds,0.0,0.0,2020-03-04 22:02:04
413,Sitka,57.05,-135.33,35.6,74,75,13.87,US,broken clouds,0.0,0.0,2020-03-04 22:02:05
414,Kununurra,-15.77,128.73,75.2,94,40,4.7,AU,scattered clouds,0.0,0.0,2020-03-04 22:02:05
415,Boyuibe,-20.42,-63.28,91.4,27,20,4.7,BO,few clouds,0.0,0.0,2020-03-04 22:02:05
416,Ginir,7.13,40.7,63.72,64,99,3.85,ET,overcast clouds,0.0,0.0,2020-03-04 22:02:05
417,Oron,4.83,8.23,82.58,70,40,6.26,NG,scattered clouds,0.0,0.0,2020-03-04 22:02:05
418,Jumla,29.27,82.18,29.95,79,71,3.62,NP,broken clouds,0.0,0.0,2020-03-04 22:02:06
419,Mnogovershinnyy,53.94,139.92,7.72,84,96,1.59,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:06
420,Strezhevoy,60.73,77.59,12.2,66,0,8.95,RU,clear sky,0.0,0.0,2020-03-04 22:02:06
421,Avera,33.19,-82.53,59.0,100,90,6.22,US,moderate rain,0.0,0.0,2020-03-04 22:02:06
422,Port Hardy,50.7,-127.42,44.6,70,90,9.17,CA,overcast clouds,0.0,0.0,2020-03-04 22:01:25
423,Beloha,-25.17,45.05,71.04,78,35,17.6,MG,scattered clouds,0.0,0.0,2020-03-04 22:02:07
424,Kahului,20.89,-156.47,82.4,65,20,6.93,US,few clouds,0.0,0.0,2020-03-04 22:01:19
425,General Roca,-39.03,-67.58,98.6,20,43,8.05,AR,scattered clouds,0.0,0.0,2020-03-04 22:02:07
426,Coos Bay,43.37,-124.22,60.01,76,1,12.75,US,clear sky,0.0,0.0,2020-03-04 22:01:20
427,Manjeri,11.12,76.12,80.6,69,20,4.7,IN,haze,0.0,0.0,2020-03-04 22:02:08
428,Sergeyevka,53.88,67.42,20.17,90,100,9.17,KZ,overcast clouds,0.0,0.0,2020-03-04 22:02:08
429,Prescott,34.54,-112.47,69.01,17,1,4.7,US,clear sky,0.0,0.0,2020-03-04 22:02:08
430,Komsomolskiy,40.43,71.72,48.2,70,40,4.7,UZ,scattered clouds,0.0,0.0,2020-03-04 22:02:08
431,Buta,2.79,24.73,74.88,68,0,2.8,CD,clear sky,0.0,0.0,2020-03-04 22:02:09
432,Weligama,5.97,80.42,74.61,93,62,2.3,LK,broken clouds,0.0,0.0,2020-03-04 22:02:09
433,Barabinsk,55.36,78.36,30.54,95,100,15.61,RU,light snow,0.0,0.44,2020-03-04 22:02:09
434,Sao Jose Da Coroa Grande,-8.9,-35.15,84.24,75,0,13.44,BR,clear sky,0.0,0.0,2020-03-04 22:02:09
435,Hervey Bay,-25.3,152.85,82.99,78,90,5.82,AU,overcast clouds,0.0,0.0,2020-03-04 22:02:10
436,Svetlyy,54.67,20.13,35.6,78,100,4.47,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:10
