,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Rain Inches (last 3 hours),Snow Inches (last 3 hours),Date
437,Aksarka,66.56,67.8,1.42,83,91,12.59,RU,light snow,0.0,0.19,2020-03-04 22:02:10
438,Bagdarin,54.43,113.6,-2.6,90,0,2.3,RU,clear sky,0.0,0.0,2020-03-04 22:02:10
439,Svetlogorsk,52.63,29.73,46.17,92,100,10.04,BY,overcast clouds,0.0,0.0,2020-03-04 22:02:10
440,Hoquiam,46.98,-123.89,55.0,61,1,4.7,US,clear sky,0.0,0.0,2020-03-04 22:02:11
441,Mayo,38.89,-76.51,64.99,31,1,10.29,US,clear sky,0.0,0.0,2020-03-04 21:58:40
442,Nizwa,22.93,57.53,60.26,41,0,2.42,OM,clear sky,0.0,0.0,2020-03-04 22:02:11
443,La Rioja,42.25,-2.5,53.6,76,72,4.7,ES,broken clouds,0.0,0.0,2020-03-04 21:57:39
444,Mackay,-21.15,149.2,80.01,94,75,10.29,AU,broken clouds,0.0,0.0,2020-03-04 22:02:12
445,Kloulklubed,7.04,134.26,78.8,94,90,10.29,PW,light intensity shower rain,0.0,0.0,2020-03-04 22:02:12
446,Ylojarvi,61.56,23.6,34.0,100,90,11.41,FI,light intensity shower rain,0.0,0.0,2020-03-04 22:02:12
447,Hit,33.64,42.83,60.44,45,0,5.26,IQ,clear sky,0.0,0.0,2020-03-04 22:02:12
448,Hurghada,27.26,33.81,72.61,65,0,1.39,EG,clear sky,0.0,0.0,2020-03-04 22:00:57
449,Ilinskoye-Khovanskoye,56.97,39.77,35.6,100,90,8.95,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:13
450,Berlevag,70.86,29.09,19.4,67,48,8.05,NO,scattered clouds,0.0,0.0,2020-03-04 22:02:13
451,Dabakala,8.37,-4.43,80.71,55,76,5.26,CI,broken clouds,0.0,0.0,2020-03-04 22:02:13
452,Menomonie,44.88,-91.92,44.01,50,1,5.82,US,clear sky,0.0,0.0,2020-03-04 22:00:02
453,Karratha,-20.74,116.85,85.95,71,6,12.28,AU,clear sky,0.0,0.0,2020-03-04 22:00:13
454,Los Llanos De Aridane,28.66,-17.92,66.2,82,100,11.41,ES,overcast clouds,0.0,0.0,2020-03-04 22:02:14
455,Araouane,18.9,-3.53,80.4,6,0,9.91,ML,clear sky,0.0,0.0,2020-03-04 22:02:14
456,Kurchum,48.57,83.65,8.35,83,4,2.91,KZ,clear sky,0.0,0.0,2020-03-04 22:02:14
457,Estelle,29.85,-90.11,80.6,88,90,12.75,US,overcast clouds,0.0,0.0,2020-03-04 22:02:14
458,Batagay,67.63,134.63,-10.53,81,100,4.0,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:15
459,Touho,-20.78,165.23,76.01,85,0,5.08,NC,clear sky,0.0,0.0,2020-03-04 22:02:15
460,Seymchan,62.88,152.43,-7.4,83,13,9.19,RU,few clouds,0.0,0.0,2020-03-04 22:02:15
461,Tabou,4.42,-7.35,80.35,89,100,3.15,CI,overcast clouds,0.0,0.0,2020-03-04 22:02:15
462,Chute-Aux-Outardes,49.12,-68.4,32.0,99,90,8.05,CA,light snow,0.0,0.0,2020-03-04 22:02:16
463,Sola,-13.88,167.55,86.0,79,75,12.26,VU,broken clouds,0.0,0.0,2020-03-04 22:02:16
464,Cervo,43.67,-7.41,62.01,86,98,8.99,ES,overcast clouds,0.0,0.0,2020-03-04 22:02:16
465,Merrill,45.18,-89.68,37.4,37,1,5.82,US,clear sky,0.0,0.0,2020-03-04 22:02:17
466,Quezaltepeque,13.84,-89.27,93.2,51,20,9.17,SV,few clouds,0.0,0.0,2020-03-04 22:02:17
467,Talcahuano,-36.72,-73.12,73.4,56,0,19.46,CL,clear sky,0.0,0.0,2020-03-04 22:01:53
468,Gat,31.61,34.76,59.0,82,0,3.36,IL,clear sky,0.0,0.0,2020-03-04 21:58:01
469,Senj,44.99,14.91,48.2,49,71,5.82,HR,broken clouds,0.0,0.0,2020-03-04 22:02:18
470,Whitehorse,60.72,-135.05,12.99,60,75,6.93,CA,broken clouds,0.0,0.0,2020-03-04 22:02:00
471,Rio Verde De Mato Grosso,-18.92,-54.84,81.07,73,13,5.41,BR,light rain,0.44,0.0,2020-03-04 22:02:18
472,Puerto Leguizamo,-0.19,-74.78,89.04,55,80,4.97,CO,broken clouds,0.0,0.0,2020-03-04 22:02:18
473,Sorong,-0.88,131.25,73.53,99,100,1.43,ID,light rain,0.25,0.0,2020-03-04 22:02:19
474,Alofi,-19.06,-169.92,82.4,78,75,5.82,NU,broken clouds,0.0,0.0,2020-03-04 21:59:45
475,Ilebo,-4.32,20.58,75.83,66,22,1.32,CD,few clouds,0.0,0.0,2020-03-04 22:02:20
476,Shamkhal,43.06,47.34,39.2,93,90,4.47,RU,fog,0.0,0.0,2020-03-04 22:02:20
477,Yarmouth,41.71,-70.23,52.0,29,1,11.41,US,clear sky,0.0,0.0,2020-03-04 22:02:20
478,Tiznit,29.58,-9.5,71.22,38,0,2.66,MA,clear sky,0.0,0.0,2020-03-04 22:02:20
479,Kearney,40.7,-99.08,64.99,22,1,20.8,US,clear sky,0.0,0.0,2020-03-04 22:02:21
480,Thunder Bay,48.4,-89.32,36.0,65,40,8.05,CA,very heavy rain,0.0,0.0,2020-03-04 22:01:46
481,Sayat,38.78,63.88,39.2,64,100,6.93,TM,overcast clouds,0.0,0.0,2020-03-04 22:02:21
482,Concepcion,-36.83,-73.05,73.4,56,0,19.46,CL,clear sky,0.0,0.0,2020-03-04 22:02:21
483,Westport,41.14,-73.36,57.2,26,1,17.22,US,clear sky,0.0,0.0,2020-03-04 22:02:22
484,Shirokiy,49.76,129.52,2.82,97,0,2.15,RU,clear sky,0.0,0.0,2020-03-04 22:02:22
485,Chicama,-7.84,-79.15,77.0,73,20,10.29,PE,few clouds,0.0,0.0,2020-03-04 22:02:22
486,Port Blair,11.67,92.75,79.61,77,100,9.55,IN,overcast clouds,0.0,0.0,2020-03-04 22:02:23
487,Saint-Georges,12.06,-61.75,82.4,69,20,20.8,GD,few clouds,0.0,0.0,2020-03-04 22:02:23
488,Teodoro Sampaio,-22.53,-52.17,78.49,71,12,6.22,BR,few clouds,0.0,0.0,2020-03-04 22:02:23
489,Tura,25.52,90.22,64.74,70,31,3.8,IN,light rain,0.31,0.0,2020-03-04 22:02:23
490,Kisanga,-7.44,37.7,70.39,97,100,3.76,TZ,light rain,1.19,0.0,2020-03-04 22:02:24
491,Songadh,21.17,73.57,63.27,90,0,5.08,IN,clear sky,0.0,0.0,2020-03-04 22:00:06
492,Impfondo,1.64,18.07,72.07,92,48,2.68,CG,light rain,1.38,0.0,2020-03-04 22:02:24
493,Bongouanou,6.65,-4.2,75.88,91,100,2.1,CI,moderate rain,4.38,0.0,2020-03-04 22:02:24
494,Niquelandia,-14.47,-48.46,75.07,94,100,2.55,BR,moderate rain,5.63,0.0,2020-03-04 22:00:21
495,Mareeba,-17.0,145.43,84.2,79,80,2.24,AU,broken clouds,0.0,0.0,2020-03-04 22:02:25
496,Muroto,33.28,134.15,39.2,73,75,16.11,JP,shower rain,0.0,0.0,2020-03-04 22:02:25
497,Zhangye,38.93,100.45,35.26,29,0,6.87,CN,clear sky,0.0,0.0,2020-03-04 22:02:25
498,Noumea,-22.28,166.46,79.0,74,75,4.7,NC,broken clouds,0.0,0.0,2020-03-04 22:01:58
499,Vardo,70.37,31.11,24.8,68,100,29.97,NO,overcast clouds,0.0,0.0,2020-03-04 22:02:26
500,Paamiut,61.99,-49.67,9.7,55,0,3.31,GL,clear sky,0.0,0.0,2020-03-04 22:02:26
501,Bonthe,7.53,-12.51,80.73,86,37,8.59,SL,scattered clouds,0.0,0.0,2020-03-04 22:02:26
502,Sept-Iles,50.2,-66.38,30.99,86,90,16.11,CA,light snow,0.0,0.0,2020-03-04 21:59:45
503,Kasempa,-13.46,25.83,63.99,96,100,7.61,ZM,light rain,1.31,0.0,2020-03-04 22:02:27
504,Supaul,26.12,86.6,70.9,41,57,7.61,IN,broken clouds,0.0,0.0,2020-03-04 22:02:27
505,Ketchikan,55.34,-131.65,35.6,100,90,23.04,US,moderate rain,0.0,0.0,2020-03-04 22:02:25
506,San Luis,-33.3,-66.34,99.43,15,0,8.05,AR,clear sky,0.0,0.0,2020-03-04 22:02:27
507,Muhos,64.81,25.99,23.0,92,90,16.11,FI,light snow,0.0,0.0,2020-03-04 22:02:27
508,Fengzhen,40.44,113.15,18.32,42,0,4.85,CN,clear sky,0.0,0.0,2020-03-04 22:02:28
509,Turayf,31.67,38.66,53.6,62,0,9.17,SA,clear sky,0.0,0.0,2020-03-04 22:02:28
510,San Buenaventura,27.08,-101.53,78.8,16,40,11.41,MX,scattered clouds,0.0,0.0,2020-03-04 22:02:28
511,Krasnoselkup,65.7,82.47,1.36,97,53,9.51,RU,broken clouds,0.0,0.0,2020-03-04 22:02:28
512,Lamar,33.67,-95.58,59.0,76,90,9.17,US,light rain,0.0,0.0,2020-03-04 21:58:30
513,Malumfashi,11.79,7.62,80.08,16,100,9.75,NG,overcast clouds,0.0,0.0,2020-03-04 22:02:29
514,Sao Joao Da Barra,-21.64,-41.05,73.4,94,90,9.17,BR,light rain,0.0,0.0,2020-03-04 22:02:29
515,Doha,25.29,51.53,64.4,55,0,9.17,QA,clear sky,0.0,0.0,2020-03-04 22:02:29
516,Makakilo City,21.35,-158.09,82.4,65,40,3.36,US,scattered clouds,0.0,0.0,2020-03-04 22:02:29
517,Tual,-5.67,132.75,83.84,79,100,11.32,ID,light rain,1.69,0.0,2020-03-04 22:02:29
518,Cairns,-16.92,145.77,84.2,79,58,2.24,AU,broken clouds,0.0,0.0,2020-03-04 22:00:25
519,Misratah,32.38,15.09,60.19,65,7,36.1,LY,clear sky,0.0,0.0,2020-03-04 22:02:30
520,Luganville,-15.53,167.17,84.2,74,40,6.93,VU,scattered clouds,0.0,0.0,2020-03-04 22:02:30
521,Komatipoort,-25.43,31.95,64.0,90,0,2.46,ZA,clear sky,0.0,0.0,2020-03-04 22:02:30
522,Kempsey,-31.08,152.83,75.99,88,91,10.0,AU,light rain,1.13,0.0,2020-03-04 22:02:31
523,Kulhudhuffushi,6.62,73.07,82.6,73,14,7.94,MV,few clouds,0.0,0.0,2020-03-04 22:02:31
524,Matamoros,25.53,-103.25,71.6,19,40,4.7,MX,scattered clouds,0.0,0.0,2020-03-04 22:02:31
525,Waiouru,-39.48,175.67,54.41,67,99,5.77,NZ,overcast clouds,0.0,0.0,2020-03-04 22:00:58
526,Bougouni,11.42,-7.48,81.52,12,0,2.8,ML,clear sky,0.0,0.0,2020-03-04 22:02:31
527,Zhuanghe,39.7,122.99,21.99,80,0,9.15,CN,clear sky,0.0,0.0,2020-03-04 22:02:32
528,Pyaozerskiy,65.83,31.17,13.77,92,100,11.07,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:32
529,Banka,24.88,86.92,70.07,60,9,4.43,IN,light rain,0.5,0.0,2020-03-04 22:02:32
530,Capitan Bado,-23.27,-55.53,81.09,59,43,9.35,PY,scattered clouds,0.0,0.0,2020-03-04 22:02:32
531,San Nicolas,18.17,120.6,71.6,94,20,3.36,PH,few clouds,0.0,0.0,2020-03-04 22:02:32
532,Aliwal North,-30.69,26.71,67.46,42,0,1.9,ZA,clear sky,0.0,0.0,2020-03-04 22:02:33
533,Moerai,-22.43,-151.33,76.03,93,100,14.94,PF,moderate rain,4.06,0.0,2020-03-04 22:02:33
534,Ruidoso,33.33,-105.67,64.0,25,1,10.29,US,clear sky,0.0,0.0,2020-03-04 22:02:15
535,Pemangkat,1.17,108.97,74.75,92,100,5.77,ID,overcast clouds,0.0,0.0,2020-03-04 22:02:33
536,Kharagpur,22.33,87.33,67.19,74,3,3.44,IN,light rain,0.31,0.0,2020-03-04 22:02:34
537,Monrovia,6.3,-10.8,82.17,83,43,7.83,LR,scattered clouds,0.0,0.0,2020-03-04 21:58:34
538,Huarmey,-10.07,-78.15,82.51,51,89,9.35,PE,overcast clouds,0.0,0.0,2020-03-04 22:02:34
539,Locri,38.24,16.26,54.0,87,40,10.29,IT,moderate rain,0.0,0.0,2020-03-04 22:02:34
540,Namie,37.48,141.0,39.99,100,75,12.75,JP,broken clouds,0.0,0.0,2020-03-04 22:02:35
541,Tamandare,-8.76,-35.1,84.24,75,0,13.44,BR,clear sky,0.0,0.0,2020-03-04 22:02:35
542,Preobrazheniye,42.9,133.91,21.33,80,100,7.2,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:35
543,Zhiryatino,53.22,33.73,42.21,93,95,13.22,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:35
544,Masuguru,-11.37,38.42,70.92,96,100,2.28,TZ,overcast clouds,0.0,0.0,2020-03-04 22:02:35
545,Veraval,20.9,70.37,66.63,91,0,5.59,IN,clear sky,0.0,0.0,2020-03-04 22:02:36
546,Pangai,-19.8,-174.35,84.2,70,20,11.41,TO,few clouds,0.0,0.0,2020-03-04 22:02:36
547,Joacaba,-27.18,-51.5,71.83,60,66,3.83,BR,broken clouds,0.0,0.0,2020-03-04 22:02:37
548,Arthur,39.71,-88.47,53.6,45,1,8.05,US,clear sky,0.0,0.0,2020-03-04 22:02:37
549,Hargeysa,9.56,44.06,63.91,84,2,8.37,SO,clear sky,0.0,0.0,2020-03-04 22:02:37
550,Tromso,69.65,18.96,28.4,54,100,35.57,NO,overcast clouds,0.0,0.0,2020-03-04 22:02:37
551,Voh,-20.97,164.7,79.23,77,0,6.11,NC,clear sky,0.0,0.0,2020-03-04 22:02:37
552,Sorland,67.67,12.69,35.6,59,75,6.93,NO,light shower snow,0.0,0.0,2020-03-04 22:02:38
553,Amberley,39.2,-84.43,59.0,38,1,14.99,US,clear sky,0.0,0.0,2020-03-04 22:02:38
554,Pavino,59.11,46.14,17.56,93,0,7.47,RU,clear sky,0.0,0.0,2020-03-04 22:02:38
555,Conceicao Do Araguaia,-8.26,-49.26,77.0,94,0,5.82,BR,clear sky,0.0,0.0,2020-03-04 22:02:38
556,Lata,40.16,-8.33,60.01,93,75,6.93,PT,broken clouds,0.0,0.0,2020-03-04 22:02:39
557,Byron Bay,-28.65,153.62,81.0,94,75,3.36,AU,broken clouds,0.0,0.0,2020-03-04 22:02:39
558,Nortelandia,-14.45,-56.8,82.53,71,100,2.21,BR,overcast clouds,0.0,0.0,2020-03-04 22:02:39
559,Ixtapa,20.7,-105.2,78.8,65,90,12.75,MX,overcast clouds,0.0,0.0,2020-03-04 21:58:11
560,Lompoc,34.64,-120.46,69.8,82,20,5.82,US,haze,0.0,0.0,2020-03-04 22:02:40
561,Carahue,-38.7,-73.17,75.2,53,74,14.99,CL,broken clouds,0.0,0.0,2020-03-04 22:02:40
562,Baripada,21.93,86.72,66.0,67,15,5.61,IN,light rain,0.56,0.0,2020-03-04 22:02:40
563,Voskresenskoye,56.84,45.43,29.91,97,100,4.61,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:41
564,Gavrilov-Yam,57.3,39.85,35.6,100,90,8.95,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:41
565,Laguna,38.42,-121.42,79.0,35,1,0.63,US,clear sky,0.0,0.0,2020-03-04 22:02:41
566,Flinders,-34.58,150.86,72.0,100,90,10.29,AU,moderate rain,0.0,0.0,2020-03-04 22:02:41
567,Galle,6.04,80.22,81.86,74,100,2.1,LK,overcast clouds,0.0,0.0,2020-03-04 22:02:42
568,Oxford,51.75,-1.26,43.0,93,75,5.82,GB,broken clouds,0.0,0.0,2020-03-04 22:02:01
569,Penzance,50.12,-5.54,48.99,100,75,2.24,GB,broken clouds,0.0,0.0,2020-03-04 22:02:42
570,Antigonish,45.62,-62.0,39.99,80,90,32.21,CA,light rain,0.0,0.0,2020-03-04 22:02:43
571,Kirakira,-10.45,161.92,80.69,80,85,3.09,SB,overcast clouds,0.0,0.0,2020-03-04 22:02:43
572,Atar,20.52,-13.05,78.4,7,0,7.09,MR,clear sky,0.0,0.0,2020-03-04 21:58:18
573,Bud,39.45,-86.18,55.99,43,1,6.93,US,clear sky,0.0,0.0,2020-03-04 22:02:43
574,Mana,5.66,-53.78,79.36,70,45,7.67,GF,scattered clouds,0.0,0.0,2020-03-04 22:02:44
575,Laguna De Perlas,12.34,-83.67,84.2,74,40,4.7,NI,scattered clouds,0.0,0.0,2020-03-04 22:02:44
576,Gwadar,25.12,62.33,74.25,68,0,17.47,PK,clear sky,0.0,0.0,2020-03-04 22:02:44
577,Alamogordo,32.9,-105.96,64.0,41,1,6.93,US,clear sky,0.0,0.0,2020-03-04 22:02:45
578,Kayanza,-3.07,29.67,58.82,87,99,3.24,BI,overcast clouds,0.0,0.0,2020-03-04 22:02:45
579,Sao Felix Do Xingu,-6.64,-51.99,79.0,95,92,2.15,BR,moderate rain,4.56,0.0,2020-03-04 22:02:45
580,Koygorodok,60.45,51.0,6.4,95,0,2.62,RU,clear sky,0.0,0.0,2020-03-04 22:02:45
581,Macae,-22.37,-41.79,75.2,100,90,2.24,BR,overcast clouds,0.0,0.0,2020-03-04 22:02:46
582,Dongning,44.06,131.12,10.87,88,0,5.84,CN,clear sky,0.0,0.0,2020-03-04 22:02:46
583,Kyabram,-36.32,145.05,72.0,97,100,13.73,AU,moderate rain,9.88,0.0,2020-03-04 22:02:46
584,Chongwe,-15.33,28.68,61.9,97,100,6.35,ZM,overcast clouds,0.0,0.0,2020-03-04 22:02:46
585,Prince Rupert,54.32,-130.32,39.2,77,75,18.34,CA,broken clouds,0.0,0.0,2020-03-04 22:00:39
586,Ornskoldsvik,63.29,18.72,28.4,92,90,9.17,SE,snow,0.0,0.0,2020-03-04 22:02:47
587,Atasu,48.68,71.64,11.39,64,50,4.21,KZ,scattered clouds,0.0,0.0,2020-03-04 22:02:47
588,Baghdad,33.34,44.4,55.4,58,0,5.82,IQ,clear sky,0.0,0.0,2020-03-04 22:02:47
589,Santa Rosa,14.31,121.11,77.0,73,20,1.12,PH,few clouds,0.0,0.0,2020-03-04 22:01:51
590,Bull Savanna,17.89,-77.59,78.84,62,0,14.14,JM,clear sky,0.0,0.0,2020-03-04 22:02:47
591,Solenzo,12.18,-4.08,83.55,10,0,3.78,BF,clear sky,0.0,0.0,2020-03-04 22:02:48
592,Gladstone,-23.85,151.25,77.0,88,75,4.7,AU,broken clouds,0.0,0.0,2020-03-04 22:02:48
593,Ust-Koksa,50.27,85.61,3.54,90,42,7.27,RU,scattered clouds,0.0,0.0,2020-03-04 22:02:48
594,Tallahassee,30.44,-84.28,78.01,100,90,4.7,US,overcast clouds,0.0,0.0,2020-03-04 22:00:48
595,Kavieng,-2.57,150.8,84.04,65,100,5.37,PG,overcast clouds,0.0,0.0,2020-03-04 22:02:48
596,Shelburne,44.08,-80.2,37.4,64,75,11.41,CA,broken clouds,0.0,0.0,2020-03-04 22:00:32
597,Muriti,-1.98,32.92,66.2,88,75,12.66,TZ,broken clouds,0.0,0.0,2020-03-04 22:02:49
598,Ballybofey,54.8,-7.78,42.8,87,75,5.82,IE,broken clouds,0.0,0.0,2020-03-04 22:02:49
599,Altay,47.87,88.12,7.59,64,0,6.31,CN,clear sky,0.0,0.0,2020-03-04 22:02:49
600,Anadyr,64.75,177.48,0.0,70,0,4.47,RU,clear sky,0.0,0.0,2020-03-04 22:02:50
601,Eydhafushi,5.1,73.07,82.24,70,11,4.68,MV,few clouds,0.0,0.0,2020-03-04 22:02:50
602,Havelock,34.88,-76.9,60.8,55,90,5.82,US,overcast clouds,0.0,0.0,2020-03-04 22:02:50
603,Norilsk,69.35,88.2,10.4,85,40,11.18,RU,light snow,0.0,0.0,2020-03-04 21:59:59
604,Vysotsk,60.63,28.57,33.01,93,90,13.87,RU,light intensity drizzle,0.0,0.0,2020-03-04 22:02:51
605,Zhigansk,66.77,123.37,1.67,94,100,13.56,RU,light snow,0.0,0.25,2020-03-04 22:02:51
606,Sandi,27.3,79.95,65.39,63,8,10.13,IN,clear sky,0.0,0.0,2020-03-04 22:02:51
607,Elban,50.1,136.51,17.26,95,100,5.39,RU,light snow,0.0,0.25,2020-03-04 22:02:51
608,Beaverlodge,55.22,-119.44,33.8,50,40,27.51,CA,scattered clouds,0.0,0.0,2020-03-04 22:02:52
609,Belyy Yar,53.6,91.39,24.8,73,19,13.42,RU,few clouds,0.0,0.0,2020-03-04 22:02:52
610,San Cosme Y Damian,-27.32,-56.35,89.6,35,20,9.17,PY,few clouds,0.0,0.0,2020-03-04 22:02:52
611,Haizhou,34.58,119.13,31.86,66,0,3.04,CN,clear sky,0.0,0.0,2020-03-04 22:02:53
612,Padang,-0.95,100.35,68.36,96,100,1.86,ID,light rain,0.38,0.0,2020-03-04 22:02:53
613,Bandipur,27.93,84.42,56.08,53,0,2.75,NP,clear sky,0.0,0.0,2020-03-04 22:02:53
614,Qaqortoq,60.72,-46.03,8.6,46,0,3.36,GL,clear sky,0.0,0.0,2020-03-04 21:59:15
615,Borogontsy,62.67,131.17,-10.84,99,94,5.93,RU,overcast clouds,0.0,0.0,2020-03-04 22:02:53
616,Udachnyy,66.42,112.4,1.4,84,81,6.71,RU,broken clouds,0.0,0.0,2020-03-04 22:02:54
617,Coihaique,-45.58,-72.07,71.6,49,40,4.7,CL,scattered clouds,0.0,0.0,2020-03-04 22:02:54
618,Ewa Beach,21.32,-158.01,82.4,74,20,10.29,US,few clouds,0.0,0.0,2020-03-04 22:02:54
619,Aswan,24.09,32.91,65.17,15,0,0.69,EG,clear sky,0.0,0.0,2020-03-04 22:02:54
620,Liter,47.1,18.0,37.4,86,44,7.76,HU,scattered clouds,0.0,0.0,2020-03-04 22:02:54
621,Samarai,-10.62,150.67,78.66,87,91,2.77,PG,overcast clouds,0.0,0.0,2020-03-04 22:02:55
622,Ulladulla,-35.35,150.47,70.0,100,90,10.29,AU,moderate rain,0.0,0.0,2020-03-04 22:02:55
623,Pindiga,9.98,10.93,85.75,14,6,9.28,NG,clear sky,0.0,0.0,2020-03-04 22:02:55
624,Hatfield,51.76,-0.22,43.0,100,90,10.29,GB,overcast clouds,0.0,0.0,2020-03-04 22:02:40
625,Rawson,-43.3,-65.1,73.13,65,100,11.25,AR,light rain,0.38,0.0,2020-03-04 22:02:56
626,Huesca,42.14,-0.41,53.6,81,35,8.05,ES,scattered clouds,0.0,0.0,2020-03-04 22:01:16
627,Manta,-0.95,-80.73,84.2,79,40,6.93,EC,scattered clouds,0.0,0.0,2020-03-04 22:01:23
628,Charlottetown,46.24,-63.13,37.0,93,90,23.04,CA,moderate rain,0.0,0.0,2020-03-04 22:00:05
629,Aracati,-4.56,-37.77,79.52,79,67,4.65,BR,broken clouds,0.0,0.0,2020-03-04 22:02:56
630,Portland,45.52,-122.68,57.0,46,20,3.36,US,few clouds,0.0,0.0,2020-03-04 22:02:57
631,Mushie,-3.02,16.9,76.44,77,65,1.99,CD,broken clouds,0.0,0.0,2020-03-04 21:59:04
632,Sokoni,-6.43,39.55,77.0,88,75,18.23,TZ,broken clouds,0.0,0.0,2020-03-04 22:02:57
633,Nassau,40.75,-73.58,57.2,28,1,13.87,US,clear sky,0.0,0.0,2020-03-04 22:02:57
634,Batken,39.83,71.0,44.42,79,100,0.45,KG,overcast clouds,0.0,0.0,2020-03-04 22:02:58
635,Puntarenas,9.98,-84.84,84.2,51,40,12.75,CR,scattered clouds,0.0,0.0,2020-03-04 22:02:58
636,Cayenne,4.93,-52.33,82.4,69,75,11.41,GF,broken clouds,0.0,0.0,2020-03-04 22:00:05
637,Pingliang,35.54,106.69,31.48,82,0,5.7,CN,clear sky,0.0,0.0,2020-03-04 22:02:58
638,Harstad,68.8,16.53,33.8,54,100,20.8,NO,overcast clouds,0.0,0.0,2020-03-04 22:02:58
639,Faya,18.39,42.45,62.6,44,0,12.75,SA,clear sky,0.0,0.0,2020-03-04 21:56:49
640,Wakkanai,45.41,141.67,30.13,84,100,35.97,JP,overcast clouds,0.0,0.0,2020-03-04 22:02:59
641,Rio Gallegos,-51.62,-69.22,71.6,35,40,25.28,AR,scattered clouds,0.0,0.0,2020-03-04 22:02:59
642,Terney,45.05,136.61,20.01,91,100,7.76,RU,light snow,0.0,0.94,2020-03-04 22:03:00
643,Lubuk Pakam,3.56,98.88,77.0,100,40,3.36,ID,mist,0.0,0.0,2020-03-04 22:03:00
644,Guapore,-28.85,-51.89,79.0,53,100,4.34,BR,overcast clouds,0.0,0.0,2020-03-04 22:00:20
645,Sayyan,15.17,44.32,54.1,53,1,1.23,YE,clear sky,0.0,0.0,2020-03-04 22:03:00
646,Coquimbo,-29.95,-71.34,64.4,77,90,10.29,CL,overcast clouds,0.0,0.0,2020-03-04 22:02:52
647,Fairbanks,64.84,-147.72,-8.0,82,1,2.35,US,clear sky,0.0,0.0,2020-03-04 22:03:01
648,Tilichiki,60.47,166.1,-4.56,84,24,4.97,RU,few clouds,0.0,0.0,2020-03-04 22:03:01
649,Terrace Bay,48.78,-87.1,26.6,58,90,10.29,CA,overcast clouds,0.0,0.0,2020-03-04 22:03:02
650,Saurimo,-9.66,20.39,67.53,87,100,3.31,AO,overcast clouds,0.0,0.0,2020-03-04 22:03:02
651,Capreol,46.71,-80.92,34.0,89,75,9.17,CA,light rain,0.0,0.0,2020-03-04 22:03:02
652,Belmonte,-15.86,-38.88,82.4,74,40,12.75,BR,smoke,0.0,0.0,2020-03-04 22:03:02
653,Tigil,57.8,158.67,5.29,84,96,6.62,RU,overcast clouds,0.0,0.0,2020-03-04 22:03:03
654,Male,4.17,73.51,84.2,79,75,8.05,MV,broken clouds,0.0,0.0,2020-03-04 22:03:03
655,Ures,29.43,-110.4,75.0,37,0,5.01,MX,clear sky,0.0,0.0,2020-03-04 22:03:03
656,Kalmar,56.66,16.36,37.0,100,82,5.82,SE,broken clouds,0.0,0.0,2020-03-04 22:03:03
657,Ashqelon,31.67,34.57,59.0,82,0,3.36,IL,clear sky,0.0,0.0,2020-03-04 22:03:04
658,Koslan,63.46,48.9,8.24,95,0,3.98,RU,clear sky,0.0,0.0,2020-03-04 22:03:04
